Orthogroup	gila	anole
OG0001555	augTM-ENSACAT00000015450-1, ENSACAT00000012800-1	ENSACAT00000012800, ENSACAT00000038230
OG0001556	augTMR-ENSACAT00000029127-0	ENSACAT00000039365
OG0001557	augTM-ENSACAT00000007993-1	ENSACAT00000047470, ENSACAT00000055840, ENSACAT00000007993, ENSACAT00000050924
OG0001558	augTMR-ENSACAT00000007810-0	ENSACAT00000054345, ENSACAT00000052446, ENSACAT00000058558
OG0001559	ENSACAT00000011867-0	ENSACAT00000011867
OG0001561	augTM-ENSACAT00000029316-1	ENSACAT00000048044, ENSACAT00000029316
OG0001562	ENSACAT00000026491-0	ENSACAT00000026491, ENSACAT00000047365
OG0001563	ENSACAT00000002985-0	ENSACAT00000002985
OG0001567	ENSACAT00000025190-1	ENSACAT00000050954, ENSACAT00000047972
OG0001567	augTM-ENSACAT00000001614-1	ENSACAT00000001614
OG0001568	augTM-ENSACAT00000004984-0	ENSACAT00000050614, ENSACAT00000004984
OG0001569	ENSACAT00000003684-0	ENSACAT00000003684
OG0001570	augTMR-ENSACAT00000017287-0	ENSACAT00000017287, ENSACAT00000048279, ENSACAT00000039104
OG0001571	augTM-ENSACAT00000006034-0	ENSACAT00000036596
OG0001573	ENSACAT00000014612-0	ENSACAT00000027299
OG0001574	augTMR-ENSACAT00000013178-1	ENSACAT00000013178, ENSACAT00000045486, ENSACAT00000002390
OG0001575	ENSACAT00000000794-0	ENSACAT00000000794, ENSACAT00000038951
OG0001576	augTM-ENSACAT00000001550-0	ENSACAT00000001550
OG0001577	augTM-ENSACAT00000014537-0	ENSACAT00000053793, ENSACAT00000038371
OG0001580	augTM-ENSACAT00000016956-0	ENSACAT00000053764
OG0001581	augTM-ENSACAT00000010073-0	ENSACAT00000010073
OG0001582	ENSACAT00000013812-0	ENSACAT00000056966, ENSACAT00000013812, ENSACAT00000056947
OG0001583	ENSACAT00000009126-0	ENSACAT00000009126
OG0001585	ENSACAT00000016531-0	ENSACAT00000016531, ENSACAT00000037129
OG0001586	augTM-ENSACAT00000009192-0	ENSACAT00000051398, ENSACAT00000009192, ENSACAT00000042918
OG0001588	augTM-ENSACAT00000017368-3	ENSACAT00000017334, ENSACAT00000057800, ENSACAT00000022363, ENSACAT00000017368
OG0001589	augTM-ENSACAT00000014124-0	ENSACAT00000042453, ENSACAT00000014124, ENSACAT00000052415, ENSACAT00000049315
OG0001590	ENSACAT00000017034-0	ENSACAT00000045681, ENSACAT00000055527, ENSACAT00000022731
OG0001591	augTM-ENSACAT00000025546-1	ENSACAT00000053267, ENSACAT00000025546, ENSACAT00000037755, ENSACAT00000048355
OG0001594	ENSACAT00000008496-0	ENSACAT00000008496, ENSACAT00000056996, ENSACAT00000045921, ENSACAT00000039282
OG0001595	augTM-ENSACAT00000006869-0	ENSACAT00000006869, ENSACAT00000036992
OG0001596	augTM-ENSACAT00000006658-0	ENSACAT00000006658
OG0001597	augTM-ENSACAT00000006431-0	ENSACAT00000052934, ENSACAT00000006431
OG0001598	augTM-ENSACAT00000012040-0	ENSACAT00000051394, ENSACAT00000009816
OG0001601	augTM-ENSACAT00000014722-0	ENSACAT00000014722
OG0001602	ENSACAT00000006401-0	ENSACAT00000049119, ENSACAT00000038886, ENSACAT00000037442, ENSACAT00000006401
OG0001603	ENSACAT00000000770-0	ENSACAT00000000770, ENSACAT00000040794
OG0001605	augTM-ENSACAT00000024704-0	ENSACAT00000030299, ENSACAT00000054092
OG0001606	ENSACAT00000003547-0	ENSACAT00000003547
OG0001608	augTM-ENSACAT00000006710-0	ENSACAT00000009882, ENSACAT00000045160
OG0001609	augTMR-ENSACAT00000010095-0	ENSACAT00000036803, ENSACAT00000046216, ENSACAT00000049541
OG0001610	augTM-ENSACAT00000014779-0, augTMR-ENSACAT00000011130-1	ENSACAT00000011130, ENSACAT00000056785
OG0001611	ENSACAT00000018070-0	ENSACAT00000046520, ENSACAT00000041892, ENSACAT00000018070, ENSACAT00000039647
OG0001612	ENSACAT00000001463-4	ENSACAT00000056699, ENSACAT00000057431, ENSACAT00000001463
OG0001613	augTM-ENSACAT00000002660-0	ENSACAT00000051800, ENSACAT00000002660, ENSACAT00000053485, ENSACAT00000056814, ENSACAT00000052755
OG0001614	augTM-ENSACAT00000004154-1	ENSACAT00000006807, ENSACAT00000056648, ENSACAT00000004154
OG0001616	augTM-ENSACAT00000002448-0	ENSACAT00000002448, ENSACAT00000048163, ENSACAT00000042125
OG0001617	ENSACAT00000005136-0	ENSACAT00000005136, ENSACAT00000051733
OG0001618	ENSACAT00000008802-0	ENSACAT00000008802
OG0001619	augTM-ENSACAT00000007187-0	ENSACAT00000007187, ENSACAT00000050777
OG0001621	ENSACAT00000008248-0	ENSACAT00000008248
OG0001621	augTM-ENSACAT00000016359-1	ENSACAT00000012884
OG0001622	augTM-ENSACAT00000003430-0	ENSACAT00000046797, ENSACAT00000041421, ENSACAT00000003430, ENSACAT00000054497
OG0001623	augTM-ENSACAT00000003482-0	ENSACAT00000042405, ENSACAT00000047034, ENSACAT00000003482
OG0001626	augTM-ENSACAT00000010261-0	ENSACAT00000010261, ENSACAT00000055937, ENSACAT00000042341, ENSACAT00000045064
OG0001627	augTM-ENSACAT00000001020-3	ENSACAT00000001101, ENSACAT00000001063
OG0001628	ENSACAT00000013016-0	ENSACAT00000013016
OG0001630	augTMR-ENSACAT00000002208-0	ENSACAT00000002208, ENSACAT00000037209
OG0001631	augTMR-ENSACAT00000006313-0	ENSACAT00000047903, ENSACAT00000053248, ENSACAT00000056905, ENSACAT00000054162
OG0001632	augTMR-ENSACAT00000006152-0, augTMR-ENSACAT00000029525-0	ENSACAT00000006152
OG0001633	augTMR-ENSACAT00000030466-0, augTMR-ENSACAT00000013154-0	ENSACAT00000030466
OG0001636	ENSACAT00000017152-0	ENSACAT00000051138, ENSACAT00000017152
OG0001637	augTM-ENSACAT00000005303-0	ENSACAT00000005303
OG0001638	augTM-ENSACAT00000013558-0	ENSACAT00000013558
OG0001639	augTMR-ENSACAT00000007218-0	ENSACAT00000007218, ENSACAT00000054216, ENSACAT00000055206
OG0001640	augTM-ENSACAT00000001141-0	ENSACAT00000001141
OG0001643	ENSACAT00000006038-0	ENSACAT00000055316, ENSACAT00000057902, ENSACAT00000006038
OG0001644	augTM-ENSACAT00000011325-1	ENSACAT00000011325, ENSACAT00000057635
OG0001647	augTM-ENSACAT00000011408-0	ENSACAT00000011408
OG0001649	ENSACAT00000000857-0	ENSACAT00000055180
OG0001651	augCGP-5543.t1	ENSACAT00000055571, ENSACAT00000041714
OG0001652	augTMR-ENSACAT00000015259-0	ENSACAT00000056655, ENSACAT00000015259
OG0001654	augTM-ENSACAT00000003832-1	ENSACAT00000042986, ENSACAT00000053762, ENSACAT00000003832, ENSACAT00000055557
OG0001656	ENSACAT00000017631-0	ENSACAT00000017631
OG0001657	augTM-ENSACAT00000001920-0	ENSACAT00000044462, ENSACAT00000039626, ENSACAT00000001920, ENSACAT00000047505
OG0001658	augTMR-ENSACAT00000001585-0	ENSACAT00000055125, ENSACAT00000001585
OG0001660	augTM-ENSACAT00000002063-0	ENSACAT00000002063, ENSACAT00000052517
OG0001661	augTM-ENSACAT00000009295-0	ENSACAT00000009295
OG0001662	augTMR-ENSACAT00000017758-0, augTMR-ENSACAT00000030788-0	ENSACAT00000030788
OG0001663	augTM-ENSACAT00000001496-0	ENSACAT00000044192, ENSACAT00000015412, ENSACAT00000001496
OG0001664	augTM-ENSACAT00000002162-1	ENSACAT00000055456, ENSACAT00000002162, ENSACAT00000039720, ENSACAT00000042681
OG0001665	augTM-ENSACAT00000016882-0	ENSACAT00000053895
OG0001667	augTM-ENSACAT00000006974-0	ENSACAT00000054841, ENSACAT00000057743
OG0001669	augTM-ENSACAT00000015174-0	ENSACAT00000015174, ENSACAT00000043844
OG0001671	augTMR-ENSACAT00000004730-0, augTM-ENSACAT00000028753-0	ENSACAT00000028753, ENSACAT00000004730
OG0001672	augTM-ENSACAT00000028680-0	ENSACAT00000011152, ENSACAT00000049705, ENSACAT00000015060, ENSACAT00000004376
OG0001674	augTM-ENSACAT00000015407-0	ENSACAT00000015407
OG0001675	augTM-ENSACAT00000003762-0	ENSACAT00000050897, ENSACAT00000003762
OG0001676	augTM-ENSACAT00000002574-0	ENSACAT00000037514, ENSACAT00000054414, ENSACAT00000002574
OG0001677	augTM-ENSACAT00000009035-0	ENSACAT00000050685, ENSACAT00000039584, ENSACAT00000043562
OG0001678	augTMR-ENSACAT00000013733-0	ENSACAT00000013733, ENSACAT00000045459
OG0001679	ENSACAT00000004542-0	ENSACAT00000004542
OG0001681	augTM-ENSACAT00000015158-0	ENSACAT00000055143, ENSACAT00000015158
OG0001682	augTMR-ENSACAT00000001021-0	ENSACAT00000058796, ENSACAT00000057334
OG0001683	augTMR-ENSACAT00000003161-0	ENSACAT00000003161
OG0001684	augTM-ENSACAT00000003248-0	ENSACAT00000054595, ENSACAT00000003248
OG0001685	augTM-ENSACAT00000014990-0	ENSACAT00000049901, ENSACAT00000014990, ENSACAT00000056631
OG0001686	augTM-ENSACAT00000008188-1	ENSACAT00000008188
OG0001686	augTMR-ENSACAT00000011389-1	ENSACAT00000011389
OG0001687	augTM-ENSACAT00000004732-0	ENSACAT00000004732
OG0001687	augTM-ENSACAT00000000522-0	ENSACAT00000000522
OG0001688	augTMR-ENSACAT00000008754-0	ENSACAT00000054176, ENSACAT00000029705, ENSACAT00000008754
OG0001689	augTM-ENSACAT00000002053-0	ENSACAT00000002053
OG0001690	augTM-ENSACAT00000011571-0	ENSACAT00000011571
OG0001693	augTMR-ENSACAT00000002663-0	ENSACAT00000043961, ENSACAT00000046844, ENSACAT00000056981, ENSACAT00000002663
OG0001694	augTM-ENSACAT00000012502-0	ENSACAT00000057978, ENSACAT00000012502, ENSACAT00000041760, ENSACAT00000047031
OG0001698	augTMR-ENSACAT00000002650-0	ENSACAT00000026775, ENSACAT00000002615, ENSACAT00000049995
OG0001700	augTM-ENSACAT00000001559-0	ENSACAT00000041715
OG0001701	augTM-ENSACAT00000001854-0	ENSACAT00000001854
OG0001702	augTM-ENSACAT00000015217-0	ENSACAT00000046671, ENSACAT00000040954, ENSACAT00000055104, ENSACAT00000015217
OG0001703	ENSACAT00000001608-0	ENSACAT00000037941, ENSACAT00000040179, ENSACAT00000001608
OG0001707	augTM-ENSACAT00000009363-2	ENSACAT00000057420, ENSACAT00000009363, ENSACAT00000041451, ENSACAT00000042744
OG0001708	augCGP-5470.t1	ENSACAT00000015066
OG0001709	augTM-ENSACAT00000016057-1	ENSACAT00000016057
OG0001711	augTM-ENSACAT00000015398-0	ENSACAT00000015398, ENSACAT00000043781
OG0001713	augTMR-ENSACAT00000024374-1	ENSACAT00000057391
OG0001715	augTM-ENSACAT00000007505-0	ENSACAT00000007630, ENSACAT00000044445, ENSACAT00000051944
OG0001716	augTM-ENSACAT00000013181-1	ENSACAT00000001670
OG0001717	augTM-ENSACAT00000013627-0	ENSACAT00000013627
OG0001752	ENSACAT00000029580-0, augTM-ENSACAT00000002991-0	ENSACAT00000029580, ENSACAT00000002991, ENSACAT00000055809
OG0001753	augTM-ENSACAT00000002805-1	ENSACAT00000058421, ENSACAT00000013756, ENSACAT00000002805
OG0001754	augTM-ENSACAT00000005107-2	ENSACAT00000005107, ENSACAT00000006118, ENSACAT00000045152, ENSACAT00000042689
OG0001755	augTM-ENSACAT00000004035-0	ENSACAT00000057480, ENSACAT00000055165, ENSACAT00000053847, ENSACAT00000004035
OG0001756	augTM-ENSACAT00000009822-0	ENSACAT00000009822
OG0001757	ENSACAT00000009945-0	ENSACAT00000009945
OG0001758	augTM-ENSACAT00000014297-0	ENSACAT00000014297
OG0001759	augTM-ENSACAT00000014728-0	ENSACAT00000014728, ENSACAT00000058274, ENSACAT00000048271
OG0001760	augCGP-6972.t1	ENSACAT00000042150
OG0001761	augTM-ENSACAT00000015402-0	ENSACAT00000015402, ENSACAT00000050851, ENSACAT00000045878
OG0001762	augTM-ENSACAT00000015593-0	ENSACAT00000015593
OG0001763	ENSACAT00000015715-0	ENSACAT00000051769, ENSACAT00000015715
OG0001764	augTM-ENSACAT00000030624-0	ENSACAT00000030624
OG0001765	augTM-ENSACAT00000016449-1	ENSACAT00000056005, ENSACAT00000016449
OG0001766	augTM-ENSACAT00000003531-0	ENSACAT00000003531
OG0001766	ENSACAT00000003167-0	ENSACAT00000003167
OG0001767	augTMR-ENSACAT00000008004-2, augTMR-ENSACAT00000029324-2	ENSACAT00000039342, ENSACAT00000044882
OG0001768	ENSACAT00000009589-0	ENSACAT00000043269, ENSACAT00000009589
OG0001769	ENSACAT00000009367-0	ENSACAT00000009367
OG0001770	augTM-ENSACAT00000011806-1	ENSACAT00000011806
OG0001770	augTM-ENSACAT00000004386-0	ENSACAT00000004386
OG0001771	augCGP-10427.t1	ENSACAT00000022446, ENSACAT00000053952, ENSACAT00000004189
OG0001772	augTMR-ENSACAT00000013221-0	ENSACAT00000013221
OG0001775	augTM-ENSACAT00000028060-0, ENSACAT00000001219-0, ENSACAT00000017332-0	ENSACAT00000017332
OG0001776	ENSACAT00000017262-0	ENSACAT00000017262
OG0001777	augTM-ENSACAT00000012096-0	ENSACAT00000012096, ENSACAT00000039170
OG0001778	augTM-ENSACAT00000006260-1	ENSACAT00000050211
OG0001778	ENSACAT00000017165-0	ENSACAT00000017165
OG0001779	augCGP-9158.t1	ENSACAT00000054958
OG0001780	augTMR-ENSACAT00000016891-0	ENSACAT00000016891, ENSACAT00000049432
OG0001781	augTM-ENSACAT00000016811-0	ENSACAT00000016811
OG0001782	augTM-ENSACAT00000016689-0	ENSACAT00000016689
OG0001783	augTM-ENSACAT00000016615-0	ENSACAT00000016615, ENSACAT00000053701
OG0001785	ENSACAT00000015899-0	ENSACAT00000052965, ENSACAT00000015899
OG0001787	augTM-ENSACAT00000001012-0	ENSACAT00000001012
OG0001788	augCGP-2330.t1	ENSACAT00000015390, ENSACAT00000046857
OG0001789	augTMR-ENSACAT00000012779-0	ENSACAT00000012779
OG0001790	augTM-ENSACAT00000014082-0	ENSACAT00000046867, ENSACAT00000014082
OG0001791	augTM-ENSACAT00000015675-0	ENSACAT00000015675
OG0001792	ENSACAT00000003805-0	ENSACAT00000003805, ENSACAT00000049329, ENSACAT00000053850
OG0001793	ENSACAT00000028586-0	ENSACAT00000028586
OG0001794	augTMR-ENSACAT00000004746-0	ENSACAT00000040153, ENSACAT00000004746, ENSACAT00000044926
OG0001795	augTM-ENSACAT00000004127-0	ENSACAT00000047236
OG0001796	augTM-ENSACAT00000003285-0	ENSACAT00000003285
OG0001797	augTM-ENSACAT00000002982-1	ENSACAT00000002982
OG0001797	augTM-ENSACAT00000012627-0	ENSACAT00000012627
OG0001800	augTM-ENSACAT00000016087-0	ENSACAT00000016087
OG0001801	ENSACAT00000015202-1	ENSACAT00000015202
OG0001803	ENSACAT00000008827-0	ENSACAT00000008827
OG0001804	augTM-ENSACAT00000003044-0	ENSACAT00000047553
OG0001804	augTM-ENSACAT00000008979-0	ENSACAT00000008979
OG0001805	augTM-ENSACAT00000009311-0	ENSACAT00000009311
OG0001806	augTM-ENSACAT00000009848-1	ENSACAT00000046735, ENSACAT00000057244, ENSACAT00000009848
OG0001807	augTM-ENSACAT00000000043-0	ENSACAT00000000043, ENSACAT00000053391, ENSACAT00000045555
OG0001809	augTM-ENSACAT00000014448-0, augTMR-ENSACAT00000000054-0	ENSACAT00000036598
OG0001811	augTMR-ENSACAT00000000070-0	ENSACAT00000058196, ENSACAT00000039870, ENSACAT00000000070
OG0001812	ENSACAT00000009599-1	ENSACAT00000009599, ENSACAT00000039336
OG0001813	ENSACAT00000009267-0	ENSACAT00000047503, ENSACAT00000043481, ENSACAT00000009267
OG0001814	augTM-ENSACAT00000009246-0	ENSACAT00000009246
OG0001814	augTMR-ENSACAT00000017090-0	ENSACAT00000017090
OG0001815	augTMR-ENSACAT00000003398-0	ENSACAT00000030221, ENSACAT00000012388, ENSACAT00000003398
OG0001817	ENSACAT00000014766-0	ENSACAT00000014766, ENSACAT00000040916
OG0001818	ENSACAT00000014193-0	ENSACAT00000014193, ENSACAT00000046952
OG0001820	augTM-ENSACAT00000009713-0	ENSACAT00000047042, ENSACAT00000037215, ENSACAT00000052135
OG0001823	augTM-ENSACAT00000010379-0	ENSACAT00000010379, ENSACAT00000000501
OG0001824	augTM-ENSACAT00000010782-0	ENSACAT00000010782
OG0001825	augTM-ENSACAT00000010717-0	ENSACAT00000056740
OG0001825	augTM-ENSACAT00000002662-0	ENSACAT00000002662
OG0001827	augTM-ENSACAT00000030735-0	ENSACAT00000040629
OG0001828	augTMR-ENSACAT00000003868-0	ENSACAT00000003868
OG0001829	ENSACAT00000002858-0	ENSACAT00000051903, ENSACAT00000037070, ENSACAT00000002858
OG0001830	augTM-ENSACAT00000001076-0	ENSACAT00000001076
OG0001832	augTM-ENSACAT00000006640-0	ENSACAT00000049367, ENSACAT00000006640
OG0001834	augTM-ENSACAT00000008684-0	ENSACAT00000041712, ENSACAT00000008684
OG0001835	augTMR-ENSACAT00000009669-0	ENSACAT00000009669, ENSACAT00000038795
OG0001837	augTMR-ENSACAT00000014336-0	ENSACAT00000014336
OG0001838	augTMR-ENSACAT00000014144-0	ENSACAT00000051889, ENSACAT00000014144
OG0001839	augTMR-ENSACAT00000023342-0	ENSACAT00000023342, ENSACAT00000058531, ENSACAT00000040159
OG0001840	augTM-ENSACAT00000013686-0	ENSACAT00000013686, ENSACAT00000051361
OG0001841	augTM-ENSACAT00000029704-0, ENSACAT00000013542-0	ENSACAT00000013542, ENSACAT00000051040
OG0001842	ENSACAT00000013426-0	ENSACAT00000013426, ENSACAT00000054727
OG0001843	augTM-ENSACAT00000012850-0	ENSACAT00000041373, ENSACAT00000047244, ENSACAT00000012850
OG0001846	augTMR-ENSACAT00000010874-0	ENSACAT00000039029, ENSACAT00000043853, ENSACAT00000010874
OG0001848	ENSACAT00000017110-0	ENSACAT00000017110
OG0001850	ENSACAT00000010495-0	ENSACAT00000010495
OG0001851	ENSACAT00000010522-0	ENSACAT00000010522, ENSACAT00000052559
OG0001852	ENSACAT00000006179-0	ENSACAT00000006179, ENSACAT00000037394
OG0001853	ENSACAT00000006010-0	ENSACAT00000006010
OG0001854	augTMR-ENSACAT00000005797-1	ENSACAT00000054545, ENSACAT00000056744, ENSACAT00000005797
OG0001855	augTMR-ENSACAT00000005543-0	ENSACAT00000005441, ENSACAT00000039913
OG0001856	augTM-ENSACAT00000004816-0	ENSACAT00000004816, ENSACAT00000050810
OG0001857	augTM-ENSACAT00000011772-0	ENSACAT00000011772
OG0001857	augTM-ENSACAT00000001788-0	ENSACAT00000001788
OG0001858	augTM-ENSACAT00000001999-1	ENSACAT00000049910, ENSACAT00000001999
OG0001860	ENSACAT00000000871-0	ENSACAT00000049459, ENSACAT00000000871, ENSACAT00000039496
OG0001861	augTM-ENSACAT00000000567-0	ENSACAT00000000567, ENSACAT00000047881
OG0001863	ENSACAT00000015896-0	ENSACAT00000015896
OG0001864	augTM-ENSACAT00000016716-0	ENSACAT00000016716
OG0001865	ENSACAT00000000228-0	ENSACAT00000016950, ENSACAT00000048855, ENSACAT00000000228
OG0001867	augTM-ENSACAT00000014733-1	ENSACAT00000014733
OG0001869	augTM-ENSACAT00000005019-1	ENSACAT00000005019, ENSACAT00000055028, ENSACAT00000013815
OG0001870	augTMR-ENSACAT00000013000-0	ENSACAT00000044013, ENSACAT00000051042, ENSACAT00000013000
OG0001871	ENSACAT00000012129-0	ENSACAT00000012129
OG0001873	augTM-ENSACAT00000008182-1	ENSACAT00000048404
OG0001873	ENSACAT00000000356-0	ENSACAT00000042998
OG0001874	augTM-ENSACAT00000000145-0	ENSACAT00000046916, ENSACAT00000000145
OG0001875	augTMR-ENSACAT00000000147-0	ENSACAT00000000147
OG0001876	augTM-ENSACAT00000001584-0	ENSACAT00000001584
OG0001877	augTM-ENSACAT00000002202-0	ENSACAT00000058030, ENSACAT00000002202
OG0001878	ENSACAT00000009190-1	ENSACAT00000009190
OG0001878	augTM-ENSACAT00000013161-3	ENSACAT00000013161
OG0001879	augTM-ENSACAT00000002487-0	ENSACAT00000007073
OG0001880	augTM-ENSACAT00000010687-0	ENSACAT00000010687
OG0001881	augTM-ENSACAT00000005080-0	ENSACAT00000005080, ENSACAT00000051756
OG0001882	ENSACAT00000005329-0	ENSACAT00000030128, ENSACAT00000005329
OG0001885	augTM-ENSACAT00000006628-0	ENSACAT00000006628, ENSACAT00000036892
OG0001886	augTMR-ENSACAT00000006663-0	ENSACAT00000006663
OG0001887	augTM-ENSACAT00000008480-0	ENSACAT00000045208, ENSACAT00000008480, ENSACAT00000057969
OG0001888	augTMR-ENSACAT00000010421-0	ENSACAT00000010421, ENSACAT00000038903, ENSACAT00000053289
OG0001889	ENSACAT00000010540-0	ENSACAT00000010540
OG0001891	augTM-ENSACAT00000014632-0	ENSACAT00000014632
OG0001892	ENSACAT00000015110-0	ENSACAT00000037002, ENSACAT00000015110
OG0001895	ENSACAT00000006013-0	ENSACAT00000006013
OG0001895	augTM-ENSACAT00000001587-0	ENSACAT00000001587
OG0001896	augTM-ENSACAT00000005736-0	ENSACAT00000005736
OG0001897	augTM-ENSACAT00000010991-0	ENSACAT00000010991
OG0001898	augTM-ENSACAT00000014534-0	ENSACAT00000014534
OG0001899	augTMR-ENSACAT00000003903-0	ENSACAT00000042244, ENSACAT00000052619
OG0001902	augTM-ENSACAT00000005255-0	ENSACAT00000005255, ENSACAT00000051999
OG0001903	augTM-ENSACAT00000001551-0	ENSACAT00000001551, ENSACAT00000050214, ENSACAT00000041708
OG0001904	ENSACAT00000007387-0	ENSACAT00000007387
OG0001906	ENSACAT00000004919-0	ENSACAT00000004919, ENSACAT00000041500, ENSACAT00000042417
OG0001907	ENSACAT00000005109-0	ENSACAT00000045631, ENSACAT00000040599, ENSACAT00000005109
OG0001908	augTM-ENSACAT00000005256-2	ENSACAT00000049162
OG0001910	augCGP-9686.t1	ENSACAT00000002635
OG0001911	augTM-ENSACAT00000030592-2	ENSACAT00000003070
OG0001912	augTM-ENSACAT00000009969-1	ENSACAT00000009969, ENSACAT00000040472
OG0001913	augTM-ENSACAT00000008982-0	ENSACAT00000051856, ENSACAT00000008982, ENSACAT00000049311
OG0001914	augTM-ENSACAT00000008433-4	ENSACAT00000048051, ENSACAT00000050195, ENSACAT00000008433
OG0001915	augTM-ENSACAT00000006223-0	ENSACAT00000006223
OG0001916	augTMR-ENSACAT00000006193-0	ENSACAT00000006193, ENSACAT00000040090, ENSACAT00000051241
OG0001917	augTM-ENSACAT00000005877-0	ENSACAT00000005877, ENSACAT00000052163
OG0001918	augTMR-ENSACAT00000014955-0	ENSACAT00000050504, ENSACAT00000014955, ENSACAT00000052819
OG0001921	augTMR-ENSACAT00000007416-1	ENSACAT00000043994
OG0001923	augTM-ENSACAT00000005522-0	ENSACAT00000052963, ENSACAT00000005522
OG0001924	augTM-ENSACAT00000000512-1	ENSACAT00000000512
OG0001925	augTM-ENSACAT00000006200-0	ENSACAT00000047309, ENSACAT00000057020, ENSACAT00000006200
OG0001926	ENSACAT00000002836-0	ENSACAT00000002836
OG0001926	augTMR-ENSACAT00000014651-0	ENSACAT00000014651
OG0001927	augTM-ENSACAT00000014301-0	ENSACAT00000058398
OG0001928	ENSACAT00000003973-0	ENSACAT00000003973
OG0001930	augTMR-ENSACAT00000018074-1	ENSACAT00000039831, ENSACAT00000018074
OG0001931	augTM-ENSACAT00000009994-1, augTM-ENSACAT00000018079-0	ENSACAT00000018079
OG0001932	augTM-ENSACAT00000015143-0	ENSACAT00000057108, ENSACAT00000046364, ENSACAT00000015143
OG0001933	ENSACAT00000015906-1	ENSACAT00000015906
OG0001933	augTMR-ENSACAT00000011116-2	ENSACAT00000055172
OG0001935	ENSACAT00000015865-0	ENSACAT00000015865
OG0001937	ENSACAT00000016390-3	ENSACAT00000016390
OG0001937	augTM-ENSACAT00000029688-3	ENSACAT00000029688
OG0001938	augTM-ENSACAT00000016470-0	ENSACAT00000016470
OG0001939	augTM-ENSACAT00000028725-0	ENSACAT00000009323
OG0001940	augTM-ENSACAT00000009529-0	ENSACAT00000041909
OG0001942	ENSACAT00000009918-0	ENSACAT00000009918
OG0001944	ENSACAT00000010078-0	ENSACAT00000010078
OG0001945	augTM-ENSACAT00000010510-0	ENSACAT00000010510, ENSACAT00000039710
OG0001946	ENSACAT00000000529-1	ENSACAT00000000529, ENSACAT00000058750
OG0001947	augTM-ENSACAT00000029479-0	ENSACAT00000042577
